,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
0,Methanobacterium_alcaliphilum,0.8515625,1.8502184694807902e-13,2.172733615537075e-13,3.225108258871343e-14,4469_220420,Methanobacterium_alcaliphilum93_220420,310.0,8.6
1,Methanobacterium_arcticum,0.90234375,2.8661790458662373e-14,3.176371583297648e-14,3.101908040996935e-15,4477_220420,Methanobacterium_arcticum95_220420,310.0,7.0
2,Methanobacterium_bryantii,0.75,4.5672143556522166e-14,6.089619140869622e-14,1.5224011908839168e-14,4479_220420,Methanobacterium_bryantii72_220420,310.0,6.95
3,Methanobacterium_congolense,0.966796875,3.86074213196537e-13,3.9933332758914537e-13,1.3255842412707504e-14,4488_220420,Methanobacterium_congolense102_220420,312.5,7.2
4,Methanobacterium_espanolae,0.8671875,1.9899574561383889e-13,2.2947257151866105e-13,3.047378165640462e-14,4495_220420,Methanobacterium_espanolae97_220420,308.0,5.9
5,Methanobacterium_ferruginis,0.9814453125,6.344125775551458e-14,6.464064471805665e-14,1.1992894042126741e-15,4505_220420,Methanobacterium_ferruginis117_220420,313.0,6.75
6,Methanobacterium_kanagiense,0.94921875,4.307130634638069e-14,4.537553261182492e-14,2.3041946182595342e-15,4513_220420,Methanobacterium_kanagiense94_220420,313.0,8.0
7,Methanobacterium_movens,0.93359375,3.1953114311035e-14,3.422592997332619e-14,2.272778039469017e-15,4521_220420,Methanobacterium_movens101_220420,309.5,7.5
8,Methanobacterium_palustre,0.94140625,6.705456892202599e-14,7.122808980928902e-14,4.173492978439525e-15,4529_220420,Methanobacterium_palustre91_220420,308.0,7.0
9,Methanobacterium_petrolearium,0.95703125,1.452121607581885e-14,1.517318904248827e-14,6.519623533966812e-16,4537_220420,Methanobacterium_petrolearium103_220420,308.0,6.5
10,Methanobacterium_thermaggregans,0.98486328125,1.8846626519122038e-12,1.9136287115102593e-12,2.895596955344698e-14,4548_220420,Methanobacterium_thermaggregans120_220420,338.0,7.25
