,Time_nATP05,Pop_nATP05,Time_nATP10,Pop_nATP10,Time_nATP15,Pop_nATP15
0,2000.0,505.0,2000.0,505.0,2000.0,505.0
1,4000.0,510.0,4000.0,510.0,4000.0,510.0
2,6000.0,515.0,6000.0,515.0,6000.0,515.0
3,8000.0,520.0,8000.0,520.0,8000.0,520.0
4,10000.0,526.0,10000.0,526.0,10000.0,526.0
5,12000.0,531.0,12000.0,531.0,12000.0,531.0
6,14000.0,536.0,14000.0,536.0,14000.0,536.0
7,16000.0,541.0,16000.0,541.0,16000.0,541.0
8,18000.0,547.0,18000.0,547.0,18000.0,547.0
9,20000.0,552.0,20000.0,552.0,20000.0,552.0
10,22000.0,558.0,22000.0,558.0,22000.0,558.0
11,24000.0,563.0,24000.0,563.0,24000.0,563.0
12,26000.0,569.0,26000.0,569.0,26000.0,569.0
13,28000.0,575.0,28000.0,575.0,28000.0,575.0
14,30000.0,580.0,30000.0,580.0,30000.0,580.0
15,32000.0,586.0,32000.0,586.0,32000.0,586.0
16,34000.0,592.0,34000.0,592.0,34000.0,592.0
17,36000.0,598.0,36000.0,598.0,36000.0,598.0
18,38000.0,604.0,38000.0,604.0,38000.0,604.0
19,40000.0,610.0,40000.0,610.0,40000.0,610.0
20,42000.0,616.0,42000.0,616.0,42000.0,616.0
21,44000.0,622.0,44000.0,622.0,44000.0,622.0
22,46000.0,629.0,46000.0,629.0,46000.0,629.0
23,48000.0,635.0,48000.0,635.0,48000.0,635.0
24,50000.0,641.0,50000.0,641.0,50000.0,641.0
25,52000.0,648.0,52000.0,648.0,52000.0,648.0
26,54000.0,654.0,54000.0,654.0,54000.0,654.0
27,56000.0,661.0,56000.0,661.0,56000.0,661.0
28,58000.0,667.0,58000.0,667.0,58000.0,667.0
29,60000.0,674.0,60000.0,674.0,60000.0,674.0
30,62000.0,681.0,62000.0,681.0,62000.0,681.0
31,64000.0,687.0,64000.0,687.0,64000.0,687.0
32,66000.0,694.0,66000.0,694.0,66000.0,694.0
33,68000.0,701.0,68000.0,701.0,68000.0,701.0
34,70000.0,708.0,70000.0,708.0,70000.0,708.0
35,72000.0,715.0,72000.0,715.0,72000.0,715.0
36,74000.0,722.0,74000.0,722.0,74000.0,722.0
37,76000.0,729.0,76000.0,729.0,76000.0,729.0
38,78000.0,737.0,78000.0,737.0,78000.0,737.0
39,80000.0,744.0,80000.0,744.0,80000.0,744.0
40,82000.0,751.0,82000.0,751.0,82000.0,751.0
41,84000.0,759.0,84000.0,759.0,84000.0,759.0
42,86000.0,767.0,86000.0,767.0,86000.0,767.0
43,88000.0,774.0,88000.0,774.0,88000.0,774.0
44,90000.0,782.0,90000.0,782.0,90000.0,782.0
45,92000.0,790.0,92000.0,790.0,92000.0,790.0
46,94000.0,798.0,94000.0,798.0,94000.0,798.0
47,96000.0,805.0,96000.0,805.0,96000.0,805.0
48,98000.0,813.0,98000.0,813.0,98000.0,813.0
49,100000.0,822.0,100000.0,822.0,100000.0,822.0
50,102000.0,830.0,102000.0,830.0,102000.0,830.0
51,104000.0,838.0,104000.0,838.0,104000.0,838.0
52,106000.0,846.0,106000.0,846.0,106000.0,846.0
53,108000.0,855.0,108000.0,855.0,108000.0,855.0
54,110000.0,863.0,110000.0,863.0,110000.0,863.0
55,112000.0,872.0,112000.0,872.0,112000.0,872.0
56,114000.0,880.0,114000.0,880.0,114000.0,880.0
57,116000.0,889.0,116000.0,889.0,116000.0,889.0
58,118000.0,898.0,118000.0,898.0,118000.0,898.0
59,120000.0,907.0,120000.0,907.0,120000.0,907.0
60,122000.0,916.0,122000.0,916.0,122000.0,916.0
61,124000.0,925.0,124000.0,925.0,124000.0,925.0
