,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
0,Methanobacterium_alcaliphilum,0.0,0.0,2.172738282989561e-15,2.1706164678638156e-15,1872_210420,Methanobacterium_alcaliphilum48_210420,310.0,8.6
1,Methanobacterium_arcticum,0.0,0.0,3.17637341877917e-16,3.173271491528956e-16,1882_210420,Methanobacterium_arcticum48_210420,310.0,7.0
2,Methanobacterium_bryantii,0.0,0.0,6.089623270418478e-16,6.083676372046101e-16,1892_210420,Methanobacterium_bryantii41_210420,310.0,6.95
3,Methanobacterium_congolense,0.0,0.0,3.9933664693275334e-15,3.9894666967499936e-15,1902_210420,Methanobacterium_congolense47_210420,312.5,7.2
4,Methanobacterium_espanolae,0.0,0.0,2.2947584486280972e-15,2.2925174712647835e-15,1912_210420,Methanobacterium_espanolae49_210420,308.0,5.9
5,Methanobacterium_ferruginis,0.0,0.0,6.464074302001248e-16,6.457761729333203e-16,1922_210420,Methanobacterium_ferruginis58_210420,313.0,6.75
6,Methanobacterium_kanagiense,0.0,0.0,4.537556506686059e-16,4.533125299073552e-16,1932_210420,Methanobacterium_kanagiense44_210420,313.0,8.0
7,Methanobacterium_movens,0.0,0.0,3.4225969012695126e-16,3.4192545213601134e-16,1942_210420,Methanobacterium_movens50_210420,309.5,7.5
8,Methanobacterium_palustre,0.0,0.0,7.122811870590483e-16,7.115855999549939e-16,1952_210420,Methanobacterium_palustre46_210420,308.0,7.0
9,Methanobacterium_petrolearium,0.0,0.0,1.517319988638748e-16,1.5158382308133304e-16,1962_210420,Methanobacterium_petrolearium52_210420,308.0,6.5
10,Methanobacterium_thermaggregans,0.0,0.0,1.9136388802744193e-14,1.911770092230833e-14,1972_210420,Methanobacterium_thermaggregans56_210420,338.0,7.25
11,Methanobacterium_veterum,0.0,0.0,3.12670352600137e-16,3.1236501044740685e-16,1982_210420,Methanobacterium_veterum42_210420,301.0,7.1
12,Methanobrevibacter_acididurans,0.625,5.163163337424941e-16,8.261061339879906e-16,3.0978979103296483e-16,1985_210420,Methanobrevibacter_acididurans53_210420,308.0,6.0
13,Methanobrevibacter_arboriphilus,0.0,0.0,6.745085030074542e-16,6.738498032229937e-16,1995_210420,Methanobrevibacter_arboriphilus51_210420,306.5,7.75
