,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
0,Methanobacterium_alcaliphilum,0.0,0.0,2.172738317307719e-14,2.1706165021819737e-14,398_060420,Methanobacterium_alcaliphilum17_060420,310.0,8.6
1,Methanobacterium_arcticum,0.03125,9.92616689448944e-17,3.176373406236621e-15,3.0771117342297654e-15,403_060420,Methanobacterium_arcticum14_060420,310.0,7.0
2,Methanobacterium_espanolae,0.0,0.0,2.294758646742736e-14,2.292517669379422e-14,430_060420,Methanobacterium_espanolae17_060420,308.0,5.9
3,Methanobacterium_ferruginis,0.8125,5.252060052342422e-15,6.464073910575289e-15,1.2120134507625357e-15,434_060420,Methanobacterium_ferruginis18_060420,313.0,6.75
4,Methanobacterium_kanagiense,0.5,2.2687782136373703e-15,4.5375564272747405e-15,2.2687781296712956e-15,436_060420,Methanobacterium_kanagiense13_060420,313.0,8.0
5,Methanobacterium_movens,0.34375,1.176517657718153e-15,3.422596822452809e-15,2.24607909434426e-15,763_210420,Methanobacterium_movens16_210420,309.5,7.5
6,Methanobacterium_palustre,0.4375,3.1162301615386824e-15,7.122811797802703e-15,4.0065815716387436e-15,764_210420,Methanobacterium_palustre13_210420,308.0,7.0
7,Methanobacterium_petrolearium,0.5625,8.534924756683465e-16,1.5173199567437271e-15,6.63827449303242e-16,770_210420,Methanobacterium_petrolearium17_210420,308.0,6.5
8,Methanobacterium_thermaggregans,0.84765625,1.6221075847932375e-13,1.9136384410464e-13,2.91530419213467e-14,777_210420,Methanobacterium_thermaggregans19_210420,338.0,7.25
9,Methanobacterium_veterum,0.1875,5.862569028639123e-16,3.1267034819408655e-15,2.540446548699003e-15,778_210420,Methanobacterium_veterum16_210420,301.0,7.1
10,Methanobrevibacter_acididurans,0.962890625,7.95449726561862e-15,8.261060040561326e-15,3.0656138191045964e-16,780_210420,Methanobrevibacter_acididurans22_210420,308.0,6.0
11,Methanobrevibacter_arboriphilus,0.390625,2.6347986671707275e-15,6.745084587957063e-15,4.110285450115163e-15,784_210420,Methanobrevibacter_arboriphilus15_210420,306.5,7.75
12,Methanobrevibacter_curvatus,0.75,1.0062129347522966e-15,1.3416172463363955e-15,3.3540424193490586e-16,460_060420,Methanobrevibacter_curvatus15_060420,303.0,7.1
13,Methanobrevibacter_cuticularis,0.76171875,1.4316821102303456e-15,1.8795416421485564e-15,4.478594115389308e-16,793_210420,Methanobrevibacter_cuticularis21_210420,310.0,7.7
14,Methanobrevibacter_filiformis,0.75,1.2568960667581127e-15,1.6758614223441502e-15,4.1896524417819395e-16,467_060420,Methanobrevibacter_filiformis15_060420,303.0,7.1
15,Methanobrevibacter_oralis,0.8984375,8.917972438804679e-15,9.92609106232173e-15,1.0081181497204088e-15,799_210420,Methanobrevibacter_oralis20_210420,309.0,7.15
16,Methanocaldococcus_fervens,0.94140625,2.063347759933777e-11,2.1917718943694894e-11,1.2841820289642868e-12,806_210420,Methanocaldococcus_fervens17_210420,358.0,6.5
17,Methanocaldococcus_indicus,0.796875,7.541577438130685e-12,9.463940314516938e-12,1.922349683605158e-12,810_210420,Methanocaldococcus_indicus13_210420,358.0,6.5
18,Methanocaldococcus_infernus,0.7890625,7.146460296601794e-12,9.05690017787158e-12,1.9104279376798653e-12,816_210420,Methanocaldococcus_infernus14_210420,358.0,6.5
19,Methanocaldococcus_jannaschii,0.923828125,1.1752969936755267e-11,1.2722030882914791e-11,9.690510680838684e-13,821_210420,Methanocaldococcus_jannaschii35_210420,358.0,6.0
20,Methanocaldococcus_villosus,0.875,3.843799707747128e-12,4.392913951711004e-12,5.491113715126284e-13,488_060420,Methanocaldococcus_villosus12_060420,353.0,6.5
21,Methanocaldococcus_vulcanius,0.703125,3.088802890141697e-12,4.392964110423747e-12,1.3041575697461708e-12,824_210420,Methanocaldococcus_vulcanius13_210420,353.0,6.5
22,Methanocella_conradii,0.96484375,5.613831499496845e-14,5.81838406425584e-14,2.045511869604579e-15,825_210420,Methanocella_conradii22_210420,325.5,6.8
23,Methanocorpusculum_labreanum,0.4375,1.1563575133547651e-14,2.6431028876680346e-14,1.486745200225571e-14,826_210420,Methanocorpusculum_labreanum15_210420,310.0,7.0
