,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
0,Methanobacterium_alcaliphilum,0.92578125,4.022952085018022e-13,4.345467231074319e-13,3.225057526611446e-14,2307_220420,Methanobacterium_alcaliphilum57_220420,310.0,8.6
1,Methanobacterium_arcticum,0.951171875,6.0425506291639e-14,6.352743166595312e-14,3.1018888317797954e-15,2316_220420,Methanobacterium_arcticum58_220420,310.0,7.0
2,Methanobacterium_bryantii,0.875,1.0656833496521883e-13,1.2179238281739295e-13,1.522396398439316e-14,2319_220420,Methanobacterium_bryantii45_220420,310.0,6.95
3,Methanobacterium_congolense,0.9833984375,7.854075407863643e-13,7.986666551789841e-13,1.3252458062473216e-14,2329_220420,Methanobacterium_congolense58_220420,312.5,7.2
4,Methanobacterium_espanolae,0.93359375,4.2846831713417056e-13,4.589451430391116e-13,3.0470271173533335e-14,2337_220420,Methanobacterium_espanolae58_220420,308.0,5.9
5,Methanobacterium_ferruginis,0.99072265625,1.2808190247357367e-13,1.2928128943611575e-13,1.1991900014994122e-15,2348_220420,Methanobacterium_ferruginis70_220420,313.0,6.75
6,Methanobacterium_kanagiense,0.974609375,8.844683895820582e-14,9.075106522365006e-14,2.304161278015807e-15,2357_220420,Methanobacterium_kanagiense54_220420,313.0,8.0
7,Methanobacterium_movens,0.966796875,6.617904428436192e-14,6.845185994665314e-14,2.272737740547286e-15,2366_220420,Methanobacterium_movens60_220420,309.5,7.5
8,Methanobacterium_palustre,0.970703125,1.3828265873119142e-13,1.424561796184507e-13,4.173463332425005e-15,2375_220420,Methanobacterium_palustre56_220420,308.0,7.0
9,Methanobacterium_petrolearium,0.978515625,2.969440511830723e-14,3.034637808497665e-14,6.51951263609771e-16,2384_220420,Methanobacterium_petrolearium62_220420,308.0,6.5
10,Methanobacterium_thermaggregans,0.992431640625,3.798291364036428e-12,3.827257423639166e-12,2.89457250499532e-14,2396_220420,Methanobacterium_thermaggregans69_220420,338.0,7.25
11,Methanobacterium_veterum,0.9609375,6.009127550342497e-14,6.253401027998697e-14,2.4426746226960618e-15,2403_220420,Methanobacterium_veterum50_220420,301.0,7.1
12,Methanobrevibacter_acididurans,0.998046875,1.6489730713774985e-13,1.6522000245504487e-13,1.6012156661004912e-16,2413_220420,Methanobrevibacter_acididurans64_220420,308.0,6.0
13,Methanobrevibacter_arboriphilus,0.9697265625,1.3081732293967322e-13,1.3490124742218063e-13,4.083470228330254e-15,2423_220420,Methanobrevibacter_arboriphilus62_220420,306.5,7.75
14,Methanobrevibacter_curvatus,0.9873046875,2.6491665314570664e-14,2.683230987351173e-14,3.4060811700376534e-16,2433_220420,Methanobrevibacter_curvatus65_220420,303.0,7.1
15,Methanobrevibacter_cuticularis,0.9881591796875,3.714566797140211e-14,3.759077356661224e-14,4.450438974298082e-16,2446_220420,Methanobrevibacter_cuticularis74_220420,310.0,7.7
16,Methanobrevibacter_filiformis,0.9873046875,3.309166138154681e-14,3.3517172358757604e-14,4.254526679820414e-16,2456_220420,Methanobrevibacter_filiformis65_220420,303.0,7.1
17,Methanobrevibacter_oralis,0.994873046875,1.9750380971830938e-13,1.985216207622565e-13,1.0176010945914016e-15,2468_220420,Methanobrevibacter_oralis74_220420,309.0,7.15
18,Methanocaldococcus_fervens,0.9970703125,4.3704635300013893e-10,4.383305244585135e-10,1.259130476358568e-12,2478_220420,Methanocaldococcus_fervens61_220420,358.0,6.5
19,Methanocaldococcus_indicus,0.98974609375,1.8733175965583925e-10,1.8927254256297917e-10,1.93425568971801e-12,2489_220420,Methanocaldococcus_indicus62_220420,358.0,6.5
20,Methanocaldococcus_infernus,0.9892578125,1.7918650731745091e-10,1.8113226406028602e-10,1.9397794237964935e-12,2499_220420,Methanocaldococcus_infernus62_220420,358.0,6.5
21,Methanocaldococcus_jannaschii,0.9962158203125,2.534737360650523e-10,2.5443656976411086e-10,9.585880811426838e-13,2512_220420,Methanocaldococcus_jannaschii145_220420,358.0,6.0
22,Methanocaldococcus_villosus,0.99365234375,8.729934415963246e-11,8.785703038767926e-11,5.563802682183895e-13,2523_220420,Methanocaldococcus_villosus62_220420,353.0,6.5
23,Methanocaldococcus_vulcanius,0.9853515625,8.657036334844603e-11,8.785733604440906e-11,1.2849527237515727e-12,2533_220420,Methanocaldococcus_vulcanius56_220420,353.0,6.5
24,Methanocella_conradii,0.998046875,1.1613945756373859e-12,1.1636673634566371e-12,1.126668421581347e-15,2543_220420,Methanocella_conradii67_220420,325.5,6.8
25,Methanocorpusculum_labreanum,0.970703125,5.131321879392184e-13,5.286190748991545e-13,1.5485351096561503e-14,2552_220420,Methanocorpusculum_labreanum57_220420,310.0,7.0
26,Methanocorpusculum_parvum,0.98583984375,7.012219342342341e-13,7.112939679602335e-13,1.0071461253269673e-14,2563_220420,Methanocorpusculum_parvum62_220420,310.0,7.15
27,Methanoculleus_chikugoensis,0.75,1.5522344871766227e-14,2.0696459829021637e-14,5.174110182492167e-15,2565_220420,Methanoculleus_chikugoensis44_220420,298.0,6.95
